GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US65081,65081,ZCTA5 65081,3973,217,3394,230,497,80,22,36,0,11,5,9,6,10,49,43,0,11,49,43
8600000US65082,65082,ZCTA5 65082,1190,196,1154,197,21,14,6,10,0,11,0,11,2,3,7,13,0,11,7,13
8600000US65083,65083,ZCTA5 65083,347,175,347,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65084,65084,ZCTA5 65084,7136,615,6669,597,215,114,0,15,0,15,0,15,34,53,218,124,22,36,196,114
8600000US65085,65085,ZCTA5 65085,1214,212,1199,210,1,3,0,11,0,11,0,11,0,11,14,20,0,11,14,20
8600000US65101,65101,ZCTA5 65101,30052,769,23435,762,5336,632,107,51,150,74,19,18,427,208,578,224,21,18,557,222
8600000US65109,65109,ZCTA5 65109,39157,931,33085,905,3396,547,215,81,639,125,35,55,1079,403,708,214,0,23,708,214
8600000US65201,65201,ZCTA5 65201,40457,1146,32469,1126,3119,520,344,358,2518,432,48,52,204,90,1755,409,124,112,1631,388
8600000US65202,65202,ZCTA5 65202,46997,1382,36658,1208,6180,779,27,23,1437,349,14,24,252,190,2429,650,150,102,2279,669
8600000US65203,65203,ZCTA5 65203,56283,1303,45780,1112,5298,659,67,52,2669,426,1,2,656,316,1812,426,168,134,1644,392
8600000US65215,65215,ZCTA5 65215,286,128,236,115,9,14,0,11,0,11,0,11,5,10,36,32,0,11,36,32
8600000US65230,65230,ZCTA5 65230,716,133,633,112,55,47,0,11,2,4,0,11,0,11,26,31,0,11,26,31
8600000US65231,65231,ZCTA5 65231,3108,405,3012,409,39,42,7,11,0,11,0,11,0,11,50,45,3,7,47,44
8600000US65232,65232,ZCTA5 65232,249,89,243,90,0,11,0,11,0,11,0,11,6,8,0,11,0,11,0,11
8600000US65233,65233,ZCTA5 65233,11700,261,10091,271,987,113,32,43,40,29,0,17,117,84,433,139,5,8,428,140
8600000US65236,65236,ZCTA5 65236,1389,137,1277,132,78,32,4,5,6,8,0,11,0,11,24,16,1,3,23,16
8600000US65237,65237,ZCTA5 65237,769,130,748,129,9,10,4,6,5,11,0,11,0,11,3,5,0,11,3,5
8600000US65239,65239,ZCTA5 65239,1472,269,1434,258,0,11,0,11,0,11,0,11,9,11,29,31,21,26,8,13
8600000US65240,65240,ZCTA5 65240,7725,463,7482,462,147,109,25,37,0,15,0,15,0,15,71,73,0,15,71,73
8600000US65243,65243,ZCTA5 65243,3069,607,3062,607,3,4,0,11,0,11,0,11,0,11,4,5,0,11,4,5
8600000US65244,65244,ZCTA5 65244,279,101,262,101,0,11,0,11,0,11,0,11,0,11,17,25,0,11,17,25
8600000US65246,65246,ZCTA5 65246,175,73,165,72,10,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65247,65247,ZCTA5 65247,899,245,840,241,0,11,48,31,0,11,0,11,0,11,11,12,0,11,11,12
8600000US65248,65248,ZCTA5 65248,4212,227,3682,219,363,87,74,32,1,3,15,19,38,40,39,35,0,11,39,35
8600000US65250,65250,ZCTA5 65250,560,167,554,167,0,11,2,4,0,11,0,11,0,11,4,10,0,11,4,10
8600000US65251,65251,ZCTA5 65251,21833,666,19402,665,1398,196,102,74,232,93,0,20,153,72,546,192,18,39,528,185
8600000US65254,65254,ZCTA5 65254,1972,205,1880,189,36,22,0,11,0,11,0,11,0,11,56,42,0,11,56,42
8600000US65255,65255,ZCTA5 65255,4026,401,3776,347,7,12,2,4,104,138,65,72,25,36,47,37,0,11,47,37
8600000US65256,65256,ZCTA5 65256,1767,328,1753,328,11,13,0,11,1,8,0,11,0,11,2,5,0,11,2,5
8600000US65257,65257,ZCTA5 65257,1431,189,1414,188,0,11,0,11,3,6,0,11,5,7,9,11,0,11,9,11
8600000US65258,65258,ZCTA5 65258,388,71,384,70,0,11,0,11,4,8,0,11,0,11,0,11,0,11,0,11
8600000US65259,65259,ZCTA5 65259,2648,295,2482,289,75,52,6,10,1,3,0,11,22,33,62,48,25,39,37,23
8600000US65260,65260,ZCTA5 65260,631,129,619,127,5,11,0,11,0,11,0,11,3,4,4,7,0,11,4,7
8600000US65261,65261,ZCTA5 65261,986,172,980,171,1,3,2,3,0,11,0,11,0,11,3,5,0,11,3,5
8600000US65262,65262,ZCTA5 65262,1104,353,1078,342,25,34,0,11,1,2,0,11,0,11,0,11,0,11,0,11
8600000US65263,65263,ZCTA5 65263,1955,149,1912,147,0,11,6,8,12,15,0,11,0,11,25,24,0,11,25,24
8600000US65264,65264,ZCTA5 65264,701,147,696,149,5,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65265,65265,ZCTA5 65265,15252,431,13584,471,867,155,77,70,50,58,0,17,164,156,510,175,44,70,466,156
8600000US65270,65270,ZCTA5 65270,17835,368,15744,387,1345,149,89,42,114,37,15,23,48,49,480,143,0,17,480,143
8600000US65274,65274,ZCTA5 65274,2084,248,1969,241,49,43,0,11,11,21,0,11,4,7,51,53,0,11,51,53
8600000US65275,65275,ZCTA5 65275,2523,230,2459,228,39,26,0,11,0,11,14,20,0,11,11,13,0,11,11,13
8600000US65276,65276,ZCTA5 65276,1637,192,1598,187,3,8,0,11,6,7,0,11,0,11,30,21,0,11,30,21
8600000US65278,65278,ZCTA5 65278,96,40,96,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65279,65279,ZCTA5 65279,1431,260,1402,254,0,11,0,11,1,4,0,11,0,11,28,27,0,11,28,27
8600000US65280,65280,ZCTA5 65280,226,111,226,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65281,65281,ZCTA5 65281,3068,181,2930,179,82,37,2,5,11,10,0,11,0,11,43,26,0,11,43,26
8600000US65282,65282,ZCTA5 65282,192,79,152,76,0,11,40,31,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65283,65283,ZCTA5 65283,428,176,428,176,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65284,65284,ZCTA5 65284,2255,408,2217,411,4,9,1,4,10,11,0,11,13,21,10,14,0,11,10,14
8600000US65285,65285,ZCTA5 65285,896,310,896,310,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65286,65286,ZCTA5 65286,98,49,98,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65287,65287,ZCTA5 65287,429,150,425,149,0,11,0,11,0,11,0,11,0,11,4,5,0,11,4,5
8600000US65301,65301,ZCTA5 65301,34093,586,30521,655,1079,150,104,68,193,85,91,98,926,356,1179,242,242,172,937,154
8600000US65305,65305,ZCTA5 65305,3944,506,3121,492,371,211,19,30,82,50,0,11,16,24,335,155,18,17,317,152
8600000US65320,65320,ZCTA5 65320,38,22,38,22,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65321,65321,ZCTA5 65321,483,124,461,124,21,17,0,11,0,11,0,11,0,11,1,4,0,11,1,4
8600000US65322,65322,ZCTA5 65322,607,167,506,111,4,8,0,11,0,11,0,11,0,11,97,88,0,11,97,88
8600000US65323,65323,ZCTA5 65323,827,168,795,165,0,11,1,2,0,11,4,6,0,11,27,27,0,11,27,27
8600000US65324,65324,ZCTA5 65324,1448,303,1399,294,2,5,33,38,0,11,0,11,0,11,14,18,0,11,14,18
8600000US65325,65325,ZCTA5 65325,3616,378,3602,379,0,11,0,11,12,18,0,11,0,11,2,4,0,11,2,4
8600000US65326,65326,ZCTA5 65326,1852,388,1657,367,28,32,0,11,13,20,0,11,0,11,154,124,14,22,140,122
8600000US65327,65327,ZCTA5 65327,266,84,266,84,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65329,65329,ZCTA5 65329,376,158,376,158,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65330,65330,ZCTA5 65330,398,100,393,100,5,9,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65332,65332,ZCTA5 65332,1559,242,1516,238,20,24,0,11,0,11,0,11,0,11,23,28,0,11,23,28
8600000US65333,65333,ZCTA5 65333,710,135,710,135,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65334,65334,ZCTA5 65334,920,166,869,147,0,11,0,11,2,3,0,11,0,11,49,81,0,11,49,81
8600000US65335,65335,ZCTA5 65335,149,54,149,54,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65336,65336,ZCTA5 65336,5362,487,4561,543,295,138,58,57,85,50,57,128,0,15,306,153,12,23,294,156
8600000US65337,65337,ZCTA5 65337,2155,330,1703,296,43,35,0,11,0,11,0,11,396,173,13,27,0,11,13,27
8600000US65338,65338,ZCTA5 65338,2742,366,2679,358,7,15,0,11,9,19,4,6,12,17,31,36,27,33,4,8
8600000US65339,65339,ZCTA5 65339,717,156,692,151,15,21,3,5,1,2,0,11,0,11,6,10,0,11,6,10
8600000US65340,65340,ZCTA5 65340,15819,313,12871,431,910,157,14,20,71,47,117,121,1056,268,780,258,238,166,542,201
8600000US65344,65344,ZCTA5 65344,308,94,272,86,9,11,0,11,0,11,0,11,0,11,27,41,0,11,27,41
8600000US65345,65345,ZCTA5 65345,713,416,713,416,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65347,65347,ZCTA5 65347,857,170,796,164,31,37,7,11,19,26,0,11,0,11,4,5,0,11,4,5
8600000US65348,65348,ZCTA5 65348,1610,213,1572,207,3,5,2,4,0,11,0,11,1,3,32,35,0,11,32,35
8600000US65349,65349,ZCTA5 65349,2540,198,2218,212,198,78,7,12,0,11,0,11,77,117,40,40,5,7,35,39
8600000US65350,65350,ZCTA5 65350,1628,301,1594,302,5,7,0,11,0,11,0,11,1,2,28,25,0,11,28,25
8600000US65351,65351,ZCTA5 65351,2452,241,2298,212,80,68,0,11,20,29,0,11,3,5,51,41,0,11,51,41
8600000US65354,65354,ZCTA5 65354,655,192,618,178,0,11,0,11,0,11,0,11,37,45,0,11,0,11,0,11
8600000US65355,65355,ZCTA5 65355,10300,420,9996,407,32,29,79,57,0,17,0,17,31,34,162,100,0,17,162,100
8600000US65360,65360,ZCTA5 65360,4691,341,4491,348,113,108,10,15,0,11,0,11,0,11,77,54,0,11,77,54
8600000US65401,65401,ZCTA5 65401,32726,628,29188,600,1082,186,251,138,1502,135,0,23,79,82,624,205,25,28,599,204
8600000US65436,65436,ZCTA5 65436,76,78,24,35,0,11,0,11,0,11,0,11,0,11,52,72,0,11,52,72
8600000US65438,65438,ZCTA5 65438,2699,397,2646,395,0,11,51,38,0,11,0,11,0,11,2,5,0,11,2,5
8600000US65439,65439,ZCTA5 65439,438,153,438,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65440,65440,ZCTA5 65440,288,104,283,104,0,11,5,7,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65441,65441,ZCTA5 65441,5627,616,5473,615,25,33,0,15,0,15,0,15,3,7,126,68,0,15,126,68
8600000US65443,65443,ZCTA5 65443,74,73,74,73,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65444,65444,ZCTA5 65444,1169,366,1106,357,0,11,5,10,0,11,0,11,58,85,0,11,0,11,0,11
8600000US65446,65446,ZCTA5 65446,428,215,428,215,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65449,65449,ZCTA5 65449,259,191,259,191,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65452,65452,ZCTA5 65452,3096,457,2928,447,41,41,29,24,0,11,0,11,33,54,65,54,18,27,47,46
8600000US65453,65453,ZCTA5 65453,8968,561,8867,558,14,16,38,51,0,15,0,15,12,21,37,64,0,15,37,64
8600000US65456,65456,ZCTA5 65456,443,175,443,175,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65457,65457,ZCTA5 65457,374,230,202,99,109,151,0,11,0,11,0,11,0,11,63,91,0,11,63,91
8600000US65459,65459,ZCTA5 65459,7650,716,7114,693,109,83,48,39,53,60,46,72,66,94,214,121,10,15,204,121
8600000US65461,65461,ZCTA5 65461,86,52,84,52,0,11,0,11,0,11,0,11,0,11,2,6,0,11,2,6
8600000US65462,65462,ZCTA5 65462,1472,241,1446,236,0,11,7,10,0,11,0,11,0,11,19,27,0,11,19,27
8600000US65463,65463,ZCTA5 65463,669,253,656,245,0,11,0,11,0,11,0,11,0,11,13,22,0,11,13,22
8600000US65464,65464,ZCTA5 65464,372,176,354,173,0,11,0,11,0,11,0,11,0,11,18,28,0,11,18,28
8600000US65466,65466,ZCTA5 65466,1447,220,1424,215,16,21,0,11,0,11,0,11,0,11,7,22,0,11,7,22
8600000US65468,65468,ZCTA5 65468,284,156,256,142,0,11,28,39,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65470,65470,ZCTA5 65470,975,257,956,254,0,11,0,11,0,11,0,11,7,11,12,19,0,11,12,19
8600000US65473,65473,ZCTA5 65473,17061,620,11159,774,2868,409,189,96,485,275,308,76,994,317,1058,283,296,200,762,299
8600000US65479,65479,ZCTA5 65479,282,132,166,102,0,11,116,89,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65483,65483,ZCTA5 65483,4611,349,4428,370,45,37,70,97,7,9,0,11,0,11,61,71,0,11,61,71
8600000US65484,65484,ZCTA5 65484,247,150,247,150,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65486,65486,ZCTA5 65486,3551,526,3459,525,0,11,0,11,0,11,0,11,0,11,92,81,0,11,92,81
8600000US65501,65501,ZCTA5 65501,222,93,222,93,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65529,65529,ZCTA5 65529,271,164,271,164,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65534,65534,ZCTA5 65534,1696,717,1591,663,3,7,49,44,0,11,0,11,0,11,53,80,0,11,53,80
8600000US65535,65535,ZCTA5 65535,1723,338,1650,329,13,21,0,11,0,11,2,3,0,11,58,74,0,11,58,74
8600000US65536,65536,ZCTA5 65536,29515,671,28368,702,154,73,144,101,204,66,4,9,38,59,603,223,80,78,523,202
8600000US65541,65541,ZCTA5 65541,112,91,112,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65542,65542,ZCTA5 65542,6711,324,5661,369,575,184,131,126,2,5,0,15,6,8,336,256,28,31,308,254
8600000US65543,65543,ZCTA5 65543,469,234,469,234,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65548,65548,ZCTA5 65548,5588,354,5399,357,0,15,48,54,0,15,0,15,0,15,141,82,16,25,125,79
8600000US65550,65550,ZCTA5 65550,3561,623,3454,630,27,42,20,22,0,11,0,11,0,11,60,34,3,5,57,34
8600000US65552,65552,ZCTA5 65552,2170,474,2022,494,0,11,31,47,0,11,0,11,0,11,117,84,0,11,117,84
8600000US65555,65555,ZCTA5 65555,1125,204,1106,203,0,11,0,11,2,6,0,11,0,11,17,19,0,11,17,19
8600000US65556,65556,ZCTA5 65556,5799,635,5530,623,66,65,4,7,80,73,0,15,11,19,108,87,12,25,96,81
8600000US65557,65557,ZCTA5 65557,134,118,134,118,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65559,65559,ZCTA5 65559,8805,515,8467,500,31,32,65,58,0,15,0,15,0,15,242,153,0,15,242,153
8600000US65560,65560,ZCTA5 65560,14476,322,13843,319,76,90,284,172,64,66,0,17,7,13,202,106,0,17,202,106
8600000US65564,65564,ZCTA5 65564,442,323,352,277,0,11,0,11,0,11,0,11,0,11,90,132,0,11,90,132
8600000US65565,65565,ZCTA5 65565,5575,544,5375,511,19,19,114,110,14,22,0,15,0,15,53,46,0,15,53,46
8600000US65566,65566,ZCTA5 65566,741,137,707,133,0,11,0,11,0,11,0,11,31,41,3,5,0,11,3,5
8600000US65567,65567,ZCTA5 65567,1412,334,1412,334,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65570,65570,ZCTA5 65570,711,257,711,257,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65571,65571,ZCTA5 65571,2133,356,2096,359,0,11,26,45,0,11,0,11,4,7,7,9,4,7,3,6
8600000US65580,65580,ZCTA5 65580,726,163,712,161,0,11,0,11,0,11,0,11,0,11,14,23,0,11,14,23
8600000US65582,65582,ZCTA5 65582,2172,283,2092,281,0,11,80,54,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65583,65583,ZCTA5 65583,11111,889,9018,897,1336,384,36,56,184,131,0,17,156,105,381,222,34,52,347,209
8600000US65584,65584,ZCTA5 65584,10373,715,6569,607,1593,456,258,204,740,289,0,15,105,89,1108,403,81,123,1027,400
8600000US65586,65586,ZCTA5 65586,13,23,13,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65588,65588,ZCTA5 65588,2947,373,2805,358,12,18,48,47,0,11,0,11,34,46,48,39,0,11,48,39
8600000US65589,65589,ZCTA5 65589,342,309,342,309,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65590,65590,ZCTA5 65590,1053,296,985,277,0,11,0,11,0,11,0,11,15,23,53,71,6,10,47,69
8600000US65591,65591,ZCTA5 65591,1752,319,1748,318,0,11,4,10,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65601,65601,ZCTA5 65601,732,228,644,204,1,5,0,11,0,11,0,11,0,11,87,95,0,11,87,95
8600000US65603,65603,ZCTA5 65603,160,89,160,89,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65604,65604,ZCTA5 65604,4121,488,4046,488,13,13,44,55,6,15,0,11,0,11,12,10,3,5,9,9
8600000US65605,65605,ZCTA5 65605,11610,714,11036,730,2,11,58,55,46,68,0,17,157,169,311,153,15,24,296,150
8600000US65606,65606,ZCTA5 65606,3521,392,3312,390,3,7,41,51,0,11,0,11,0,11,165,80,0,11,165,80
8600000US65608,65608,ZCTA5 65608,9559,398,9362,401,0,15,46,49,0,15,0,15,78,69,73,76,0,15,73,76
8600000US65609,65609,ZCTA5 65609,675,128,671,128,0,11,4,8,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65610,65610,ZCTA5 65610,5427,556,5176,562,80,102,6,9,20,28,0,15,0,15,145,114,4,7,141,113
8600000US65611,65611,ZCTA5 65611,2033,447,2008,451,0,11,0,11,6,9,0,11,2,4,17,22,0,11,17,22
8600000US65612,65612,ZCTA5 65612,1572,559,1470,554,0,11,0,11,0,11,0,11,0,11,102,112,0,11,102,112
8600000US65613,65613,ZCTA5 65613,16799,638,16037,649,237,74,115,76,102,90,0,17,63,79,245,109,0,17,245,109
8600000US65614,65614,ZCTA5 65614,641,124,637,123,0,11,0,11,0,11,0,11,3,5,1,2,0,11,1,2
8600000US65616,65616,ZCTA5 65616,24150,959,22274,987,232,160,178,122,25,37,3,5,643,289,795,263,91,122,704,229
8600000US65617,65617,ZCTA5 65617,2168,679,2127,678,5,11,0,11,0,11,0,11,12,18,24,29,0,11,24,29
8600000US65618,65618,ZCTA5 65618,383,157,368,161,0,11,0,11,0,11,0,11,0,11,15,21,15,21,0,11
8600000US65619,65619,ZCTA5 65619,7661,478,7257,588,94,69,0,15,14,42,0,15,18,30,278,243,0,15,278,243
8600000US65620,65620,ZCTA5 65620,221,105,221,105,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65622,65622,ZCTA5 65622,8737,638,8261,602,2,4,39,41,0,15,0,15,107,137,328,163,39,48,289,137
8600000US65623,65623,ZCTA5 65623,23,16,21,14,0,11,2,3,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65624,65624,ZCTA5 65624,1576,341,1522,352,0,11,0,11,0,11,0,11,0,11,54,68,0,11,54,68
8600000US65625,65625,ZCTA5 65625,7969,624,7696,611,11,12,31,29,67,62,0,15,14,19,150,94,7,9,143,96
8600000US65626,65626,ZCTA5 65626,1815,368,1730,349,0,11,11,17,0,11,0,11,63,66,11,18,0,11,11,18
8600000US65627,65627,ZCTA5 65627,413,158,413,158,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65629,65629,ZCTA5 65629,609,157,595,154,0,11,0,11,0,11,0,11,0,11,14,17,0,11,14,17
8600000US65630,65630,ZCTA5 65630,290,154,254,145,0,11,5,7,0,11,0,11,31,54,0,11,0,11,0,11
8600000US65631,65631,ZCTA5 65631,4719,527,4512,493,40,56,0,11,0,11,0,11,6,11,161,141,0,11,161,141
8600000US65632,65632,ZCTA5 65632,2639,519,2397,453,35,60,51,82,0,11,0,11,0,11,156,132,0,11,156,132
8600000US65633,65633,ZCTA5 65633,4382,628,4302,622,0,11,13,19,0,11,0,11,0,11,67,65,0,11,67,65
8600000US65634,65634,ZCTA5 65634,767,173,753,170,2,4,12,20,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65635,65635,ZCTA5 65635,619,118,593,115,4,6,4,7,0,11,0,11,2,6,16,14,0,11,16,14
8600000US65637,65637,ZCTA5 65637,1373,292,1317,240,0,11,3,5,0,11,0,11,0,11,53,90,0,11,53,90
8600000US65638,65638,ZCTA5 65638,450,124,442,125,0,11,0,11,0,11,0,11,0,11,8,11,0,11,8,11
8600000US65640,65640,ZCTA5 65640,855,232,770,235,0,11,0,11,0,11,0,11,6,9,79,65,0,11,79,65
8600000US65641,65641,ZCTA5 65641,1067,322,1055,321,0,11,0,11,0,11,0,11,0,11,12,12,0,11,12,12
8600000US65644,65644,ZCTA5 65644,2534,497,2472,509,0,11,0,11,0,11,0,11,0,11,62,46,14,25,48,38
8600000US65646,65646,ZCTA5 65646,2316,280,2218,284,0,11,9,10,0,11,0,11,22,24,67,39,0,11,67,39
8600000US65647,65647,ZCTA5 65647,2190,288,1971,269,0,11,18,12,112,64,0,11,39,42,50,30,4,6,46,29
8600000US65648,65648,ZCTA5 65648,6406,761,6300,749,16,27,3,5,0,15,0,15,0,15,87,88,0,15,87,88
8600000US65649,65649,ZCTA5 65649,1309,221,1237,226,0,11,52,75,0,11,0,11,5,8,15,18,0,11,15,18
8600000US65650,65650,ZCTA5 65650,1164,301,1162,301,0,11,2,3,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65652,65652,ZCTA5 65652,3883,567,3575,549,214,77,35,23,0,11,0,11,0,11,59,46,0,11,59,46
8600000US65653,65653,ZCTA5 65653,5465,635,5216,655,59,58,5,8,14,19,0,15,61,80,110,106,5,10,105,106
8600000US65654,65654,ZCTA5 65654,178,58,166,58,0,11,1,2,0,11,0,11,7,12,4,8,0,11,4,8
8600000US65655,65655,ZCTA5 65655,3510,478,3331,455,15,31,6,8,0,11,0,11,70,68,88,58,0,11,88,58
8600000US65656,65656,ZCTA5 65656,4491,461,4210,426,6,12,35,43,0,15,0,15,21,38,219,98,84,69,135,66
8600000US65657,65657,ZCTA5 65657,131,63,131,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65658,65658,ZCTA5 65658,1751,332,1695,340,5,9,9,21,0,11,0,11,0,11,42,31,0,11,42,31
8600000US65660,65660,ZCTA5 65660,66,47,66,47,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65661,65661,ZCTA5 65661,2130,233,2068,228,23,23,2,3,2,3,4,7,0,11,31,20,0,11,31,20
8600000US65662,65662,ZCTA5 65662,1453,340,1453,340,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65663,65663,ZCTA5 65663,2754,525,2643,517,0,11,0,11,13,16,0,11,0,11,98,63,0,11,98,63
8600000US65664,65664,ZCTA5 65664,114,58,112,58,0,11,0,11,0,11,0,11,0,11,2,3,2,3,0,11
8600000US65667,65667,ZCTA5 65667,3560,439,3413,462,58,65,18,21,64,85,0,11,1,2,6,24,0,11,6,24
8600000US65668,65668,ZCTA5 65668,1854,283,1797,285,24,40,0,11,0,11,6,11,14,18,13,21,0,11,13,21
8600000US65669,65669,ZCTA5 65669,1911,448,1892,447,0,11,11,15,0,11,0,11,0,11,8,10,2,3,6,9
8600000US65672,65672,ZCTA5 65672,9434,654,9032,705,6,11,0,15,15,20,0,15,123,166,258,184,0,15,258,184
8600000US65674,65674,ZCTA5 65674,3136,542,3055,541,41,52,15,23,0,11,0,11,0,11,25,21,0,11,25,21
8600000US65676,65676,ZCTA5 65676,489,149,472,150,0,11,0,11,0,11,0,11,0,11,17,27,0,11,17,27
8600000US65679,65679,ZCTA5 65679,3233,547,2983,479,40,69,27,44,4,7,0,11,95,148,84,73,0,11,84,73
8600000US65680,65680,ZCTA5 65680,1221,258,1180,255,0,11,0,11,0,11,0,11,0,11,41,32,0,11,41,32
8600000US65681,65681,ZCTA5 65681,2286,462,2182,445,6,13,0,11,0,11,0,11,0,11,98,94,0,11,98,94
8600000US65682,65682,ZCTA5 65682,2242,222,2139,215,6,11,0,11,0,11,0,11,0,11,97,45,0,11,97,45
8600000US65685,65685,ZCTA5 65685,659,183,606,155,0,11,0,11,0,11,0,11,5,10,48,64,0,11,48,64
8600000US65686,65686,ZCTA5 65686,4439,467,4424,468,4,6,0,11,0,11,0,11,0,11,11,19,0,11,11,19
8600000US65689,65689,ZCTA5 65689,4599,454,4447,464,20,14,57,73,6,6,0,11,13,22,56,33,7,11,49,33
8600000US65690,65690,ZCTA5 65690,211,77,203,75,0,11,0,11,0,11,0,11,0,11,8,15,0,11,8,15
8600000US65692,65692,ZCTA5 65692,1511,310,1466,306,0,11,16,23,0,11,0,11,9,14,20,21,0,11,20,21
8600000US65702,65702,ZCTA5 65702,493,213,485,213,0,11,0,11,0,11,0,11,0,11,8,13,0,11,8,13
8600000US65704,65704,ZCTA5 65704,3499,441,3433,442,3,7,4,6,0,11,0,11,4,6,55,54,0,11,55,54
8600000US65705,65705,ZCTA5 65705,4139,549,4004,554,12,14,13,17,0,11,0,11,0,11,110,112,0,11,110,112
8600000US65706,65706,ZCTA5 65706,14616,703,13874,718,108,62,99,91,50,47,37,51,173,128,275,114,26,29,249,113
8600000US65707,65707,ZCTA5 65707,2197,349,2142,350,0,11,0,11,0,11,0,11,0,11,55,52,0,11,55,52
8600000US65708,65708,ZCTA5 65708,13058,833,11519,1049,1,3,38,39,28,37,0,17,1255,609,217,123,83,95,134,63
8600000US65710,65710,ZCTA5 65710,1449,317,1415,310,4,6,0,11,0,11,0,11,0,11,30,28,0,11,30,28
8600000US65711,65711,ZCTA5 65711,9964,635,9557,612,59,79,0,17,0,17,0,17,137,83,211,104,0,17,211,104
8600000US65712,65712,ZCTA5 65712,8453,624,8253,596,45,48,35,36,40,64,0,15,14,24,66,53,0,15,66,53
8600000US65713,65713,ZCTA5 65713,2226,363,2150,353,0,11,7,9,0,11,0,11,67,93,2,4,0,11,2,4
