GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
8600000US64465,64465,ZCTA5 64465,4417,369,4202,368,63,70,114,78,10,13,0,11,0,11,28,29,0,11,28,29
8600000US64466,64466,ZCTA5 64466,497,79,495,78,0,11,0,11,0,11,0,11,0,11,2,4,0,11,2,4
8600000US64467,64467,ZCTA5 64467,222,106,208,107,14,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64468,64468,ZCTA5 64468,16017,96,14919,121,610,47,53,33,296,78,19,37,0,17,120,59,1,3,119,59
8600000US64469,64469,ZCTA5 64469,2249,253,2215,252,14,20,4,8,0,11,0,11,8,11,8,12,2,4,6,11
8600000US64470,64470,ZCTA5 64470,1685,139,1634,137,0,11,5,6,4,7,0,11,5,6,37,23,0,11,37,23
8600000US64471,64471,ZCTA5 64471,443,109,443,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64473,64473,ZCTA5 64473,1453,123,1398,120,29,21,11,9,2,3,0,11,0,11,13,14,0,11,13,14
8600000US64474,64474,ZCTA5 64474,858,160,827,159,0,11,5,8,5,5,0,11,0,11,21,25,0,11,21,25
8600000US64475,64475,ZCTA5 64475,261,83,261,83,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64476,64476,ZCTA5 64476,370,99,370,99,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64477,64477,ZCTA5 64477,3621,336,3225,359,218,92,13,14,0,11,0,11,58,72,107,63,0,11,107,63
8600000US64479,64479,ZCTA5 64479,1017,154,1005,152,2,6,0,11,2,5,0,11,0,11,8,9,0,11,8,9
8600000US64480,64480,ZCTA5 64480,351,147,351,147,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64481,64481,ZCTA5 64481,1209,160,1197,158,0,11,0,11,2,3,0,11,0,11,10,12,0,11,10,12
8600000US64482,64482,ZCTA5 64482,2152,119,2122,122,3,5,0,11,0,11,0,11,0,11,27,18,0,11,27,18
8600000US64483,64483,ZCTA5 64483,670,141,664,141,0,11,0,11,0,11,0,11,0,11,6,9,0,11,6,9
8600000US64484,64484,ZCTA5 64484,1084,307,1073,304,0,11,6,9,0,11,0,11,0,11,5,6,0,11,5,6
8600000US64485,64485,ZCTA5 64485,7853,380,7676,370,57,31,13,19,38,29,0,15,0,15,69,62,0,15,69,62
8600000US64486,64486,ZCTA5 64486,490,88,490,88,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64487,64487,ZCTA5 64487,879,123,846,128,3,4,1,2,17,27,0,11,3,3,9,12,1,2,8,12
8600000US64489,64489,ZCTA5 64489,2102,213,2073,215,1,2,0,11,0,11,0,11,16,21,12,17,7,12,5,10
8600000US64490,64490,ZCTA5 64490,2186,257,2163,256,18,26,0,11,0,11,0,11,0,11,5,11,0,11,5,11
8600000US64491,64491,ZCTA5 64491,1698,114,1652,117,23,32,11,16,7,8,0,11,0,11,5,7,0,11,5,7
8600000US64492,64492,ZCTA5 64492,1848,380,1830,381,4,8,1,4,0,11,0,11,5,6,8,11,0,11,8,11
8600000US64493,64493,ZCTA5 64493,404,161,396,161,5,8,0,11,0,11,0,11,0,11,3,5,0,11,3,5
8600000US64494,64494,ZCTA5 64494,902,128,897,129,0,11,0,11,0,11,2,2,2,5,1,2,0,11,1,2
8600000US64496,64496,ZCTA5 64496,100,60,100,60,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64497,64497,ZCTA5 64497,337,111,334,109,1,2,1,3,0,11,0,11,0,11,1,2,0,11,1,2
8600000US64498,64498,ZCTA5 64498,444,105,438,104,1,3,2,3,0,11,0,11,0,11,3,4,3,4,0,11
8600000US64499,64499,ZCTA5 64499,98,49,98,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64501,64501,ZCTA5 64501,12023,1007,9506,985,1416,299,100,108,68,80,90,90,198,169,645,296,29,36,616,297
8600000US64503,64503,ZCTA5 64503,12800,806,11924,758,277,170,40,29,55,43,0,17,25,27,479,198,54,52,425,195
8600000US64504,64504,ZCTA5 64504,10998,648,9872,652,486,239,17,17,209,148,0,17,207,197,207,114,21,23,186,116
8600000US64505,64505,ZCTA5 64505,13248,768,12208,630,288,165,58,44,136,163,55,37,166,141,337,175,9,17,328,173
8600000US64506,64506,ZCTA5 64506,24573,868,22096,794,1288,356,63,56,140,76,0,20,285,175,701,249,127,100,574,233
8600000US64507,64507,ZCTA5 64507,14242,1043,12537,968,799,255,29,31,143,126,18,30,9,13,707,338,8,13,699,338
8600000US64601,64601,ZCTA5 64601,11774,299,11243,275,318,89,95,11,44,28,24,32,0,17,50,51,0,17,50,51
8600000US64620,64620,ZCTA5 64620,515,150,490,138,0,11,5,6,0,11,0,11,0,11,20,18,16,17,4,6
8600000US64622,64622,ZCTA5 64622,554,123,554,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64623,64623,ZCTA5 64623,496,86,492,87,0,11,0,11,0,11,0,11,0,11,4,7,0,11,4,7
8600000US64624,64624,ZCTA5 64624,1691,158,1623,162,17,15,0,11,0,11,0,11,9,12,42,38,2,4,40,37
8600000US64625,64625,ZCTA5 64625,521,90,481,88,9,14,0,11,8,9,0,11,0,11,23,20,0,11,23,20
8600000US64628,64628,ZCTA5 64628,5722,165,5386,165,68,34,0,15,25,20,0,15,14,20,229,56,7,11,222,56
8600000US64630,64630,ZCTA5 64630,504,91,493,91,5,9,1,2,0,11,0,11,3,4,2,4,2,4,0,11
8600000US64631,64631,ZCTA5 64631,936,131,918,128,5,9,0,11,1,2,0,11,0,11,12,10,3,5,9,9
8600000US64632,64632,ZCTA5 64632,498,85,495,85,0,11,3,4,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64633,64633,ZCTA5 64633,5158,146,4857,144,60,33,0,15,6,8,0,15,27,37,208,72,0,15,208,72
8600000US64635,64635,ZCTA5 64635,668,161,610,139,0,11,0,11,0,11,0,11,10,17,48,50,30,45,18,26
8600000US64636,64636,ZCTA5 64636,364,124,347,123,0,11,12,12,0,11,0,11,0,11,5,8,0,11,5,8
8600000US64637,64637,ZCTA5 64637,583,106,555,100,0,11,1,3,3,5,0,11,0,11,24,19,0,11,24,19
8600000US64638,64638,ZCTA5 64638,476,111,476,111,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64639,64639,ZCTA5 64639,238,61,202,49,0,11,0,11,0,11,0,11,33,41,3,9,0,11,3,9
8600000US64640,64640,ZCTA5 64640,3126,296,3064,293,3,7,2,4,14,11,0,11,2,3,41,22,8,10,33,20
8600000US64641,64641,ZCTA5 64641,665,103,652,103,1,3,1,4,4,8,0,11,1,2,6,8,0,11,6,8
8600000US64642,64642,ZCTA5 64642,1113,197,1104,197,1,3,1,4,0,11,0,11,0,11,7,8,0,11,7,8
8600000US64643,64643,ZCTA5 64643,1385,194,1354,199,6,8,0,11,0,11,0,11,0,11,25,26,0,11,25,26
8600000US64644,64644,ZCTA5 64644,3081,324,3040,328,10,12,0,11,0,11,0,11,4,5,27,18,10,11,17,13
8600000US64645,64645,ZCTA5 64645,123,49,122,48,0,11,0,11,0,11,0,11,1,4,0,11,0,11,0,11
8600000US64646,64646,ZCTA5 64646,295,90,295,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64647,64647,ZCTA5 64647,369,126,369,126,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64648,64648,ZCTA5 64648,2352,339,2325,336,1,2,0,11,0,11,0,11,1,3,25,18,0,11,25,18
8600000US64649,64649,ZCTA5 64649,585,127,562,126,0,11,20,17,0,11,0,11,0,11,3,6,0,11,3,6
8600000US64650,64650,ZCTA5 64650,715,139,694,140,14,13,0,11,0,11,0,11,4,7,3,3,0,11,3,3
8600000US64651,64651,ZCTA5 64651,655,145,617,141,0,11,0,11,0,11,0,11,38,52,0,11,0,11,0,11
8600000US64652,64652,ZCTA5 64652,478,97,460,94,0,11,3,4,4,7,0,11,0,11,11,15,0,11,11,15
8600000US64653,64653,ZCTA5 64653,695,115,690,115,0,11,0,11,0,11,0,11,0,11,5,6,5,6,0,11
8600000US64654,64654,ZCTA5 64654,55,45,49,38,0,11,5,8,0,11,0,11,0,11,1,2,0,11,1,2
8600000US64655,64655,ZCTA5 64655,272,102,262,96,10,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64656,64656,ZCTA5 64656,283,85,279,85,0,11,0,11,2,4,0,11,0,11,2,4,0,11,2,4
8600000US64657,64657,ZCTA5 64657,354,137,339,140,0,11,0,11,0,11,0,11,0,11,15,16,0,11,15,16
8600000US64658,64658,ZCTA5 64658,3086,118,3044,123,1,3,2,4,0,11,0,11,36,43,3,5,0,11,3,5
8600000US64659,64659,ZCTA5 64659,983,116,956,117,0,11,7,13,0,11,0,11,0,11,20,19,7,8,13,17
8600000US64660,64660,ZCTA5 64660,577,129,574,128,2,2,0,11,0,11,0,11,0,11,1,3,0,11,1,3
8600000US64661,64661,ZCTA5 64661,1179,144,1145,144,7,8,2,4,3,8,5,9,0,11,17,14,0,11,17,14
8600000US64664,64664,ZCTA5 64664,494,130,471,120,14,20,0,11,0,11,0,11,0,11,9,16,0,11,9,16
8600000US64667,64667,ZCTA5 64667,350,85,333,83,0,11,2,4,3,6,0,11,0,11,12,11,2,3,10,10
8600000US64668,64668,ZCTA5 64668,1366,139,1329,129,15,18,2,3,0,11,0,11,0,11,20,30,0,11,20,30
8600000US64670,64670,ZCTA5 64670,1209,227,1136,225,51,37,1,2,0,11,0,11,8,11,13,12,0,11,13,12
8600000US64671,64671,ZCTA5 64671,2017,217,1867,205,27,20,0,11,17,18,0,11,1,3,105,40,4,7,101,41
8600000US64672,64672,ZCTA5 64672,111,55,102,49,0,11,0,11,9,15,0,11,0,11,0,11,0,11,0,11
8600000US64673,64673,ZCTA5 64673,2284,157,2239,158,8,7,0,11,7,8,0,11,5,6,25,18,0,11,25,18
8600000US64674,64674,ZCTA5 64674,426,85,406,82,0,11,0,11,0,11,0,11,0,11,20,20,18,20,2,2
8600000US64676,64676,ZCTA5 64676,377,146,367,149,0,11,0,11,0,11,0,11,1,3,9,11,0,11,9,11
8600000US64679,64679,ZCTA5 64679,635,146,615,143,2,3,0,11,1,4,0,11,0,11,17,16,1,3,16,15
8600000US64681,64681,ZCTA5 64681,252,87,252,87,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64682,64682,ZCTA5 64682,277,69,277,69,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64683,64683,ZCTA5 64683,8048,230,7732,222,102,60,103,63,38,26,0,15,7,10,66,46,0,15,66,46
8600000US64686,64686,ZCTA5 64686,265,103,225,79,0,11,1,4,0,11,0,11,0,11,39,62,0,11,39,62
8600000US64688,64688,ZCTA5 64688,673,167,596,153,23,32,0,11,0,11,0,11,0,11,54,58,0,11,54,58
8600000US64689,64689,ZCTA5 64689,530,129,512,126,0,11,1,3,0,11,0,11,5,8,12,16,7,11,5,10
8600000US64701,64701,ZCTA5 64701,14254,541,13943,527,143,110,41,41,0,17,0,17,3,7,124,86,0,17,124,86
8600000US64720,64720,ZCTA5 64720,4371,335,4108,324,2,5,27,35,5,11,0,11,81,69,148,57,0,11,148,57
8600000US64722,64722,ZCTA5 64722,458,125,444,125,0,11,3,5,0,11,0,11,0,11,11,12,0,11,11,12
8600000US64723,64723,ZCTA5 64723,548,102,520,100,0,11,1,2,0,11,0,11,0,11,27,31,0,11,27,31
8600000US64724,64724,ZCTA5 64724,2082,206,1932,207,31,36,13,16,8,11,0,11,34,42,64,48,3,6,61,47
8600000US64725,64725,ZCTA5 64725,2243,272,2150,276,0,11,22,24,4,7,0,11,0,11,67,68,0,11,67,68
8600000US64726,64726,ZCTA5 64726,477,128,450,120,0,11,15,24,0,11,0,11,0,11,12,19,0,11,12,19
8600000US64728,64728,ZCTA5 64728,608,129,606,128,0,11,0,11,0,11,0,11,0,11,2,5,0,11,2,5
8600000US64730,64730,ZCTA5 64730,6798,235,6569,244,105,82,41,28,4,8,0,15,46,41,33,29,0,15,33,29
8600000US64733,64733,ZCTA5 64733,1246,196,1208,193,0,11,7,11,0,11,0,11,0,11,31,26,0,11,31,26
8600000US64734,64734,ZCTA5 64734,1658,233,1598,225,0,11,14,24,17,19,0,11,12,17,17,16,0,11,17,16
8600000US64735,64735,ZCTA5 64735,13586,420,13103,442,215,113,96,61,33,37,37,49,32,40,70,46,0,17,70,46
8600000US64738,64738,ZCTA5 64738,924,173,923,173,0,11,0,11,0,11,0,11,0,11,1,2,0,11,1,2
8600000US64739,64739,ZCTA5 64739,893,177,842,170,9,14,0,11,0,11,31,38,9,14,2,3,0,11,2,3
8600000US64740,64740,ZCTA5 64740,1818,191,1754,196,4,7,2,3,0,11,0,11,0,11,58,48,0,11,58,48
8600000US64741,64741,ZCTA5 64741,386,133,386,133,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64742,64742,ZCTA5 64742,2321,250,2201,231,0,11,46,52,15,14,0,11,25,26,34,29,15,23,19,19
8600000US64743,64743,ZCTA5 64743,267,116,251,114,0,11,0,11,0,11,0,11,0,11,16,25,0,11,16,25
8600000US64744,64744,ZCTA5 64744,7545,573,7294,583,3,6,0,15,53,79,33,51,0,15,162,103,0,15,162,103
8600000US64745,64745,ZCTA5 64745,133,61,113,46,0,11,0,11,0,11,0,11,0,11,20,24,0,11,20,24
8600000US64746,64746,ZCTA5 64746,1565,284,1535,284,0,11,19,18,0,11,0,11,3,4,8,10,0,11,8,10
8600000US64747,64747,ZCTA5 64747,3807,329,3698,324,17,18,25,18,0,11,0,11,2,5,65,42,6,10,59,42
8600000US64748,64748,ZCTA5 64748,1246,211,1185,208,2,2,19,19,0,11,0,11,27,29,13,15,2,3,11,14
8600000US64750,64750,ZCTA5 64750,350,79,345,79,0,11,0,11,0,11,0,11,0,11,5,7,0,11,5,7
8600000US64752,64752,ZCTA5 64752,694,128,641,117,0,11,0,11,3,5,0,11,18,21,32,32,0,11,32,32
8600000US64755,64755,ZCTA5 64755,2466,458,2373,448,0,11,30,32,12,21,0,11,15,22,36,27,2,4,34,26
8600000US64756,64756,ZCTA5 64756,602,160,531,160,0,11,0,11,4,8,0,11,0,11,67,57,0,11,67,57
8600000US64759,64759,ZCTA5 64759,8574,292,8082,279,25,35,32,27,125,127,0,15,111,83,199,142,0,15,199,142
8600000US64761,64761,ZCTA5 64761,1543,217,1489,203,15,23,16,14,4,7,0,11,0,11,19,22,0,11,19,22
8600000US64762,64762,ZCTA5 64762,1495,192,1458,191,0,11,21,27,0,11,0,11,0,11,16,17,0,11,16,17
8600000US64763,64763,ZCTA5 64763,1317,297,1308,297,9,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64765,64765,ZCTA5 64765,42,24,39,22,0,11,3,7,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64767,64767,ZCTA5 64767,460,122,460,122,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64769,64769,ZCTA5 64769,502,94,466,92,0,11,11,11,0,11,0,11,4,7,21,26,0,11,21,26
8600000US64770,64770,ZCTA5 64770,980,151,954,149,4,7,1,2,6,10,0,11,0,11,15,16,0,11,15,16
8600000US64771,64771,ZCTA5 64771,679,179,658,175,9,19,0,11,0,11,0,11,0,11,12,19,0,11,12,19
8600000US64772,64772,ZCTA5 64772,13854,396,13213,381,148,71,73,41,133,24,0,17,1,3,286,92,5,12,281,90
8600000US64776,64776,ZCTA5 64776,3774,307,3599,305,45,18,5,8,6,9,0,11,11,14,108,47,0,11,108,47
8600000US64778,64778,ZCTA5 64778,652,176,636,173,0,11,0,11,0,11,0,11,0,11,16,25,0,11,16,25
8600000US64779,64779,ZCTA5 64779,2566,279,2488,279,2,5,18,17,0,11,0,11,24,31,34,26,0,11,34,26
8600000US64780,64780,ZCTA5 64780,613,164,577,159,4,6,0,11,16,21,0,11,0,11,16,18,0,11,16,18
8600000US64781,64781,ZCTA5 64781,114,50,114,50,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64783,64783,ZCTA5 64783,738,171,711,171,0,11,11,16,0,11,0,11,0,11,16,31,0,11,16,31
8600000US64784,64784,ZCTA5 64784,1681,251,1674,251,3,6,0,11,0,11,0,11,0,11,4,7,0,11,4,7
8600000US64788,64788,ZCTA5 64788,1385,219,1365,216,0,11,10,18,0,11,0,11,0,11,10,11,0,11,10,11
8600000US64790,64790,ZCTA5 64790,852,226,831,223,1,3,3,7,5,10,3,6,0,11,9,14,0,11,9,14
8600000US64801,64801,ZCTA5 64801,36227,1220,32495,1105,1455,258,623,182,377,167,0,23,104,66,1173,321,74,74,1099,311
8600000US64804,64804,ZCTA5 64804,36507,1239,32617,1236,633,232,701,232,631,246,163,178,282,198,1480,322,118,91,1362,302
8600000US64830,64830,ZCTA5 64830,799,295,728,231,2,3,63,76,0,11,0,11,0,11,6,8,0,11,6,8
8600000US64831,64831,ZCTA5 64831,6353,609,5526,625,23,34,106,57,206,103,40,63,44,64,408,167,0,15,408,167
8600000US64832,64832,ZCTA5 64832,693,163,630,159,0,11,18,25,0,11,0,11,31,44,14,14,0,11,14,14
8600000US64833,64833,ZCTA5 64833,120,67,111,66,0,11,0,11,0,11,0,11,0,11,9,14,0,11,9,14
8600000US64834,64834,ZCTA5 64834,9763,579,9154,519,47,76,102,88,248,289,0,15,24,47,188,122,0,15,188,122
8600000US64835,64835,ZCTA5 64835,1806,258,1679,224,4,6,28,45,13,15,0,11,0,11,82,82,8,9,74,82
8600000US64836,64836,ZCTA5 64836,23784,772,22026,958,344,140,197,139,91,102,42,68,596,279,488,235,123,123,365,179
8600000US64840,64840,ZCTA5 64840,3165,534,3084,524,0,11,52,48,2,3,0,11,14,19,13,17,0,11,13,17
8600000US64841,64841,ZCTA5 64841,285,104,274,104,0,11,9,10,0,11,0,11,0,11,2,4,0,11,2,4
8600000US64842,64842,ZCTA5 64842,685,153,576,134,12,17,17,19,58,65,0,11,11,20,11,14,9,13,2,4
8600000US64843,64843,ZCTA5 64843,2991,443,2795,449,6,13,39,31,0,11,67,88,0,11,84,74,0,11,84,74
8600000US64844,64844,ZCTA5 64844,4683,590,4403,561,7,10,80,69,17,19,0,11,3,5,173,90,6,13,167,90
8600000US64847,64847,ZCTA5 64847,537,187,474,180,15,29,34,33,0,11,0,11,6,9,8,12,0,11,8,12
8600000US64848,64848,ZCTA5 64848,770,220,639,205,0,11,0,11,0,11,131,173,0,11,0,11,0,11,0,11
8600000US64849,64849,ZCTA5 64849,223,117,215,117,0,11,2,3,5,10,0,11,0,11,1,2,0,11,1,2
8600000US64850,64850,ZCTA5 64850,23702,927,21191,893,460,124,483,196,394,183,157,117,381,190,636,209,47,43,589,206
8600000US64854,64854,ZCTA5 64854,4055,563,3500,544,237,83,35,41,47,78,33,68,73,76,130,84,21,33,109,75
8600000US64855,64855,ZCTA5 64855,2847,529,2778,519,10,14,7,9,13,19,0,11,0,11,39,36,0,11,39,36
8600000US64856,64856,ZCTA5 64856,3816,526,3562,512,3,6,119,87,9,19,0,11,33,39,90,78,0,11,90,78
8600000US64857,64857,ZCTA5 64857,443,97,425,96,11,18,2,3,0,11,0,11,0,11,5,8,0,11,5,8
8600000US64858,64858,ZCTA5 64858,30,49,30,49,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US64859,64859,ZCTA5 64859,1074,263,928,241,0,11,37,52,0,11,0,11,9,14,100,76,3,4,97,76
8600000US64861,64861,ZCTA5 64861,1807,559,1598,555,0,11,107,78,0,11,0,11,26,39,76,89,0,11,76,89
8600000US64862,64862,ZCTA5 64862,2439,345,2389,342,0,11,40,37,0,11,0,11,0,11,10,13,0,11,10,13
8600000US64863,64863,ZCTA5 64863,1499,267,1234,251,21,25,56,58,18,36,0,11,47,51,123,107,13,20,110,105
8600000US64865,64865,ZCTA5 64865,5973,690,4977,678,12,20,510,245,26,28,0,15,0,15,448,200,10,14,438,199
8600000US64866,64866,ZCTA5 64866,1659,331,1477,341,0,11,95,89,40,52,0,11,0,11,47,46,1,3,46,46
8600000US64867,64867,ZCTA5 64867,1837,414,1734,395,3,5,18,28,0,11,0,11,0,11,82,88,0,11,82,88
8600000US64870,64870,ZCTA5 64870,14353,721,13328,771,236,150,80,66,45,60,0,17,370,370,294,158,22,34,272,155
8600000US64873,64873,ZCTA5 64873,968,268,954,270,0,11,5,7,0,11,0,11,0,11,9,13,0,11,9,13
8600000US64874,64874,ZCTA5 64874,786,190,679,179,6,9,16,20,28,39,0,11,0,11,57,43,0,11,57,43
8600000US65001,65001,ZCTA5 65001,272,72,272,72,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65010,65010,ZCTA5 65010,6270,391,6143,407,16,24,0,15,0,15,0,15,0,15,111,97,0,15,111,97
8600000US65011,65011,ZCTA5 65011,2489,679,2437,673,0,11,7,12,0,11,0,11,3,4,42,56,9,13,33,54
8600000US65013,65013,ZCTA5 65013,3130,331,3063,327,55,52,0,11,5,10,0,11,7,20,0,11,0,11,0,11
8600000US65014,65014,ZCTA5 65014,2232,351,2215,349,0,11,15,24,0,11,0,11,0,11,2,4,0,11,2,4
8600000US65016,65016,ZCTA5 65016,1538,234,1538,234,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65017,65017,ZCTA5 65017,1447,395,1334,383,0,11,68,62,0,11,0,11,0,11,45,55,0,11,45,55
8600000US65018,65018,ZCTA5 65018,7611,281,7173,344,77,65,34,24,15,22,0,15,194,184,118,74,13,22,105,70
8600000US65020,65020,ZCTA5 65020,14599,786,14147,769,55,37,49,54,85,126,0,17,100,118,163,132,0,17,163,132
8600000US65023,65023,ZCTA5 65023,1400,197,1349,196,0,11,1,3,5,7,0,11,4,6,41,39,0,11,41,39
8600000US65024,65024,ZCTA5 65024,1223,241,1219,240,0,11,0,11,0,11,2,4,0,11,2,4,1,3,1,3
8600000US65025,65025,ZCTA5 65025,702,116,692,115,0,11,0,11,0,11,0,11,0,11,10,11,0,11,10,11
8600000US65026,65026,ZCTA5 65026,11070,571,10713,557,4,10,2,5,7,13,0,17,166,139,178,102,0,17,178,102
8600000US65032,65032,ZCTA5 65032,2009,356,1894,360,0,11,0,11,64,52,25,41,6,13,20,15,0,11,20,15
8600000US65034,65034,ZCTA5 65034,709,366,699,364,0,11,0,11,0,11,0,11,0,11,10,14,0,11,10,14
8600000US65035,65035,ZCTA5 65035,1923,273,1919,273,0,11,4,7,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65037,65037,ZCTA5 65037,4506,459,4441,455,19,34,0,11,0,11,0,11,0,11,46,43,0,11,46,43
8600000US65039,65039,ZCTA5 65039,2577,328,2459,347,12,22,1,3,0,11,0,11,3,6,102,119,0,11,102,119
8600000US65040,65040,ZCTA5 65040,1416,334,1416,334,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65041,65041,ZCTA5 65041,5509,360,5328,348,64,59,0,15,35,17,0,15,0,15,82,49,0,15,82,49
8600000US65043,65043,ZCTA5 65043,9857,605,9365,642,118,102,118,70,61,65,0,17,58,64,137,111,22,34,115,100
8600000US65046,65046,ZCTA5 65046,1233,207,1191,199,0,11,12,14,5,8,0,11,8,12,17,16,0,11,17,16
8600000US65047,65047,ZCTA5 65047,1232,357,1130,357,0,11,0,11,6,13,0,11,0,11,96,138,0,11,96,138
8600000US65048,65048,ZCTA5 65048,128,91,128,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65049,65049,ZCTA5 65049,6131,493,5936,469,62,71,32,40,21,29,0,15,17,28,63,54,0,15,63,54
8600000US65050,65050,ZCTA5 65050,913,191,899,189,0,11,14,22,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65051,65051,ZCTA5 65051,5152,321,4975,316,67,48,35,47,5,10,0,15,54,75,16,16,0,15,16,16
8600000US65052,65052,ZCTA5 65052,3557,519,3434,528,0,11,17,30,59,81,0,11,0,11,47,56,0,11,47,56
8600000US65053,65053,ZCTA5 65053,1585,277,1504,277,0,11,10,16,55,57,0,11,14,22,2,3,0,11,2,3
8600000US65054,65054,ZCTA5 65054,746,174,746,174,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65058,65058,ZCTA5 65058,1115,268,1115,268,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65059,65059,ZCTA5 65059,724,218,639,208,0,11,0,11,0,11,0,11,0,11,85,62,0,11,85,62
8600000US65061,65061,ZCTA5 65061,680,119,668,118,0,11,2,4,0,11,0,11,0,11,10,13,0,11,10,13
8600000US65062,65062,ZCTA5 65062,23,37,23,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65063,65063,ZCTA5 65063,3870,509,3721,506,70,65,9,16,7,11,0,11,9,12,54,60,4,6,50,60
8600000US65064,65064,ZCTA5 65064,333,139,297,135,0,11,30,36,0,11,0,11,0,11,6,16,0,11,6,16
8600000US65065,65065,ZCTA5 65065,6627,609,6181,644,9,14,152,94,153,138,0,15,132,107,0,15,0,15,0,15
8600000US65066,65066,ZCTA5 65066,6755,376,6650,372,17,21,38,29,5,15,0,15,0,15,45,37,0,15,45,37
8600000US65067,65067,ZCTA5 65067,393,156,385,153,0,11,8,16,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65068,65068,ZCTA5 65068,852,170,824,168,0,11,0,11,2,3,0,11,0,11,26,23,0,11,26,23
8600000US65069,65069,ZCTA5 65069,803,245,775,242,5,10,0,11,0,11,0,11,0,11,23,29,0,11,23,29
8600000US65072,65072,ZCTA5 65072,1684,435,1590,422,83,89,0,11,1,2,0,11,1,3,9,18,0,11,9,18
8600000US65074,65074,ZCTA5 65074,3039,318,3018,316,0,11,0,11,0,11,0,11,0,11,21,19,0,11,21,19
8600000US65075,65075,ZCTA5 65075,967,182,959,183,0,11,0,11,0,11,0,11,0,11,8,14,0,11,8,14
8600000US65076,65076,ZCTA5 65076,717,123,717,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
8600000US65077,65077,ZCTA5 65077,687,304,674,303,0,11,0,11,0,11,0,11,0,11,13,24,0,11,13,24
8600000US65078,65078,ZCTA5 65078,3536,446,3385,410,22,25,2,5,0,11,0,11,4,7,123,132,0,11,123,132
8600000US65079,65079,ZCTA5 65079,4293,436,4188,419,61,61,0,11,0,11,0,11,20,34,24,26,0,11,24,26
8600000US65080,65080,ZCTA5 65080,608,179,489,173,21,34,0,11,46,63,0,11,0,11,52,68,0,11,52,68
